screen_name	name	id	location	followers_count	friends_count	description
arianasonlyfans	Linus✨	1009447645700599809		17	169	woah 15
schnellie4	schnellie	1241349252061827076	Berlin, Deutschland	4	140	
NataliiaVAndr37	Nataliia	1214230792500473856		108	1428	
WolfgangBrossm1	Wolfgang B	1300454647178694659		3	109	
SwannShavon	Shavon Swann	1480306562560409606		7	130	Just here being nosy 👀
DanielleVNort05	Danielle	1237943753505157120		117	917	
godwin_ayebale	Ayebale Godwin	1413140123210817543	Kampala,Uganda	1044	3019	Climate/Environment activist, In love/ Chelsea die-hard/ Live a principled life/ focused , forever student
Patricia_Tran41	Patricia	1237938529839316992		179	1317	
shanvasion	shann.eth	1438575484368007173	Toronto 🇨🇦	1003	2123	Community & Ecosystem Growth @LivepeerOrg Hacker @EthGlobal @DevolutionDAO || @FWBtweets || prev @wef @MaRSDD
Sfinxen1	Susanne Gustavsson	1481408472285646848		3	56	
Jarisiprey	Strangling $AAPL	1440839444265799682	Indianapolis, IN	76	362	Pretty sure A.I. is winning this war, but hanging around to see if humans can puke and rally.
rmon3030	Ray Manzano	27925648	CA	80	448	human being
EnemaDouche	tomas	598305629		18	327	it’s pronounced douché
stephenbarden	Stephen Barden	25749391	Just Slightly Behind The Beat	267	193	Louder/Softer, Earlier/Later. Proud dad, step-dad. Proud Sound Dog. Sound editor, re-recording mixer, educator. Love jazz, basketball and teaching sound. T.O.
ericvscott5	Eric V. Scott	500341627	Room 7609	686	3247	Proud Dad; CMSgt, USAF/MI ANG; Lt Col, CAP; @duranduran @lions #goflyCAP #flyfightwin
AliceEllstrom	Alice Ellström	1205176664399007744		3	36	
NicoPinx	Nico Pinx	1472087340810006533	Henny’s Lobby	2	292	House-Cleaning music.
LinneyOfficial	Linney	34473728	Los Angeles, CA	4277	883	✨🌈 turning feelings into sounds 🌈✨ all inquiries || 📧 jeff@voxstop.com
woodymatt2001	Woody	18921473	Raleigh, NC	133	589	Ole Miss Rebel through and through. Well traveled Southerner who's finally back in Dixie.
geedude_redux	G will	1478399602525188102		3	15	Not even my dog 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏳️‍🌈🏳️‍⚧️🌿🍁🌝🍑🍷🎫🏰🌃🖤🎵(he/him)
_decabrera	D’Cabrera	1245022680262336512	Guadalajara Jalisco	6	684	BLOG DISEÑO INTERIORISMO FOTOGRAFÍA GDL
xjamundx	Jamund Ferguson	119903601	Seattle, WA	2979	4673	📀 record collecting 🗣️ punk shows 🥋 BJJ 🚲 bike rides ⚡ ADHD 🌎 Sustainability 💻 Dev relations/experience @paypal 🧑🏻 My wife runs @oh_helloagain
stan46766541	JohnDavid	1213908885355917312	Hull, England	56	286	Long suffering Leeds United supporter retired due to mental health problems love building with wood when feeling up to it
Sveta_Frolova58	Sveta	1216456013735440385		172	1726	
dhanbury1	Dave Hanbury	1480910526188175360	British Columbia, Canada	5	79	
ConcobharM	Connor McNally	1480243312158199819		29	268	Lover of hounds, lover of new socks, swears a lot and waves at magpies
ChristianKrege2	Christian Krüeger	1480887930348527622		1	61	
wantHuwback	je ne parle pas français	1423979582680489989	Melbourne (not Florida)	102	771	Maybe she’s born with it, maybe it’s MDNA
DipOverdose	Dip Overdose	702903013934047233	Italia	262	146	Electro Music Dispenser. ST
jxrdanchristian	✰ 𝗝𝗢𝗥𝗗𝗔𝗡 ✰	890073534239830016		115	296	
ericcallsyou	Eric ☄️	1462919993323044869	Mexico	49	134	sup bish. not new on tw. new acc. i fb 🕺🏻.
brvttyhouse	Brvtty	1465509611574898691	earth	12	59	House music dj and producer https://t.co/BTQ4gAolpT
SamuelAstor93	Samuel Astor	740320338911723521	Stockholm	3	53	
MohlatlegoMakg4	Mohlatlego Makgoba	1479323573613436928		0	2	Uhh
magdalenaheyyy	Sarah	1475628555006627852		6	285	just here to tweet my silly little spotify links and my gay thoughts into the void. stream mercurial world. main was @decodesarah
KimmoKoso	Kimmo Koso	1475872002535796744	Kotka, Suomi	6	80	Musician, Guitar Player
jcmarianojr	José Mariano	2828720748	Brasília, Brasil	98	345	“find your strength in the sound and make your transition” ele/dele/cis #gaymer
annannamk	Anna Kremer	17765371	Michigan	314	1087	bird lover
AudreyAshes	Audrey Ashes	1424355923515088896	your subconscious 	1189	494	Mid life crisis expert, with dreams still intact. Queer af. Polyamorous. Sex positivity/self reflection are spoken here. she/her. 45. BLM forever.
novembrgrl	apple 🌷💜	131064698		174	597	apps as a fanney
DenneyDayle	Dayle Denney	1327034575382585346	St. John's	181	265	School Psychologist in Newfoundland, Canada. Settler-colonizer. She/Her. R.Psych, YTT-200, Official Harry Styles Connoisseur #fatpositive #healthateverysize
GrinnerLewis	lewis grinner	1361519682822549505		41	3308	I am funny i like football i love 49rs in nfl and i love my wife
Nicole259852512	NicoleM27	1426324336537915392		248	4451	I'm a lesbian and I love Cats
Justine86190623	Justine	1452809002711199751		0	32	
jessie_jetson	Jessie Jetson	1430756420509585408	New York, USA 	395	4967	Hello
ElectroWowNews	Electro Wow	868286480598413316	🌎🇺🇸🇬🇧🇦🇺🇳🇱🇨🇦🇸🇪🇺🇦	3515	833	Independent Music Blog - Celebrating 15 Years Of Blogging 👁🎵 Discover #NewMusic Every Day 😎🤘 ✉️ info@electrowow.net — #MusicMarketing #Blog
amizztyle	a	105823930	東京からロンドンに	221	317	
JadeMonique84	Jade Monique	1438141641160859653		4	304	dog mom, singer, foodie.
KalayaWalker	Kalaya	420770707		95	2503	NO COMMENT
Mollybspears	Molly	1479870714052288515		39	489	
sanyatweeter	@riphertoshredss	71424201	london	8719	868	music, always
nishaJD	Reality TV 24/7	98740983	Toronto, Ontario	8127	5321	im funny sometimes and i like funny things! I love reality tv! #90DayFiance, #BBCAN, #Survivor #CBBUS #LoveAfterLockup fan https://t.co/vwlKnbq9Qk
karagkara4	kara	32231603		59	684	
LEONARDOGARDEAZ	LEONARDO GARDEAZÁBAL	1975572895		521	1296	Basketball player, Motor Bike GP races... Queen, Def Leppard, Journey, Van Halen, Conclussion •Rock & 80's lover!!! ↱ A good coffee and a delicious dessert.
LauraDonovanUA	Laura Donovan	40039328	Pacific Northwest 	4936	2292	Parenting writer as seen in @romper and @sheknows. @attn alum. #boymom
Amy95860225	Amy	496504482		46	936	
thirdeyyye	ａｌｌｉｅＫΛＴ 🍫🏁	778043049913954305	ᗪETᖇOIT 🏡 // ᑕᕼIᑕᗩGO 💖	265	2257	♉︎☼ ⋆ ♊︎☾ ⋆ ♒︎↑ #DragRace @dragatrondra | ᴀꜱᴛʀᴏʟᴏɢʏ | ᴘᴏᴘ ᴄᴜʟᴛᴜʀᴇ | ᴠɪᴅᴇᴏ ɢᴀᴍᴇꜱ ᴏᴠᴇʀᴡᴀᴛᴄʜ ꜱᴜᴘᴘᴏʀᴛ ᴍᴀɪɴ (ᴍᴏɪʀᴀ | ʟᴜᴄɪᴏ)
taylorexyz	taylore	1436158694102900736	Virginia, USA	133	236	
Renee_Valverd17	Renee	1266402250378928130		126	774	
agattweets	AGɅT	1382776670768263172		8	354	Musikproducent osv
sucrerie293	Sucrerie293	1480154512174239752		7	531	
Ishtiaq2714	ishtiaq malik	1440375166308007936	پاکستان	1339	4998	ishtiaq.malik
EdgarPerezB1	Edgar Perez B.	1369031945452158980		0	15	
MattRickman10	Matt Rickman	1478894634248114183	Chattanooga, TN	26	449	Hospice Chaplain. Good neighbor. Friend of sinners & saints. Comics Geek. Music-phile. Likes all the sports. Trying to be myself as God created me to be.
RU_deboyy	Rupert 🏴󠁧󠁢󠁳󠁣󠁴󠁿	34355229	Glasgow, Scotland	284	1045	glasgay 🏴󠁧󠁢󠁳󠁣󠁴󠁿
TauntonHeat	James	54927454	Stoke Poges, South East	567	724	Here to witness the terrifying spectacle of great nations collapsing in on themselves over vaccines, gender, race and net zero. Sifting through the rubble later
ycontrol	yuri	14480170	Rio de Janeiro	1235	412	médico cirurgião geral / reclamo o dia inteiro e erro ditados populares / 🏳️‍🌈
MISSPEGGY357	TOMMY/PEGGY	582074942		2	74	LOVE WORTH WAITING FOR
Jordan_Coombe	Jordan	491690296	Saltash, England	126760	9026	
violeeeen	Viola	596662292		12	172	Människa mest. Katt helst.
Worldofwomen19	Worldofwomen2019	1475775421451055104		36	942	📸 Reposting amazing photos of all women from around the world. #bekind #bepositive #bodypositive #worldofwomen19 Instagram: worldofwomen2019 DM for feature
jazminwilson27	Jazmin	1238440982443626502		121	893	
JakobFager	Jakob Fager	1479825824551428099		0	44	
eugelicious1	eugelicious	1108415193460154368	Pittsburgh, PA	1136	1958	🍑🏳️‍🌈 #resistance 🌊🌈#GoJoe #WarrenDemocrat
HaroldJourney	Harold Journey	1473675982095724564		63	404	Take a bite, it might be sour. THE COVE: https://t.co/5WAZuWuqyw
seaghost78	Meg Bailey ⚡️	848462732	Tampa, FL	2265	4438	...and if I seem a little strange, well, that's because I am...
Callumj39903313	Callum jones	1477671089203519495		23	540	
TheRamblinMan1	The Ramblin Man 💙🇺🇦	1431876608009322496		48	137	Award Winning Content Creator 🏆🥇 Follow for ramble rants and nature videos mostly about the Intellivision Amico.. for now
josephrlobosco	Joseph Lobosco	1376358846701187075		934	1043	Marketing & PR professional. Pinot grigio stan.
GnomeNordic	nordicgnome	1242596697403830272	Seattle, WA	39	683	🌻Made in the USA w/ Viking parts 💗 Danish 🇩🇰 like the pastry & Swedish 🇸🇪 like the fish.
_mixedsignalz	k8	1051129188730703873	Bushwick, Brooklyn	111	492	whisperin angel in yaaaa system ~ she/her
StephD2021	Steph Dungworth	1466925606201966594		10	824	
virapatterson08	Vira	1266413988704854016		100	769	
autonomouspikey	Pinar Kahya Aydin	1214830756477984769	the Global South	349	1907	Global Political Economy India & Turkey BSc ODTÜ/METU Uİ/IR PhD @METU_ODTU SBKY/ADM Arş.Gör./RA @inukurumsal İnönü Üni. rts are not endorsements
gameplaneducate	Olivia Connelly	3098361955	Fitzroy, Melbourne	200	1505	Dedicated educators and speechies passionate about ensuring that people with language- learning difficulties achieve their best. http://t.co/LZKnoYeyl4
jaidaehall	Jaida Essence Haul	221651256	Wisconsin, Milwaukee	246790	1829	Hi! Lover of things and Winner of RuPaul’s Drag Race Season 12🏁 #lookoverthere
meiti98357705	Dariush	1427708621668880387		1227	3856	a good boy! IRAN, TEHRAN تهرون، آبی، متاهل. هیچکدوم از عکسها از من نیست، بجز عکس خودم! مسئول هیچکدوم از نوشته و نظرات هم نیستم، حتی نوشته های خودم!!!
tshmthhl0505	溫	1479129118725660679	新竹市, 台灣	0	22	nthu sophomore • 🥩快點從交大移籍來清大吧
ImogenPeahen	Imogen ✨is on Fansly🦚✨	1332391206517616643	North Carolina	370	1332	She/Her/They/Them 🖤🔞 BI/APOC Lives Matter. Trans Lives Matter. S*x work is work. Horror movies, wrestling, cosplay, and more. The Drive-In will never die.
ElizabethXEva16	Elizabeth	1238451858802343937		121	1096	
twtuser1126	yÜRáKā.（´-`）.｡oO	1478972572872364037	he/they	10	187	
lglooratchet	igor…	1364590540918939648		336	550	irene i know you see this, please call me back ive been trying to call back for hou- | 19 | He/They | 🇫🇷🇵🇭
fyrahundra	동안 ♀️	1463304144496771077	rua dos bobos, n° 0	216	169	90’s kid. adult human female. gc. #istandwithjkrowling
BabyDall15	Baby Dall	895703557198020608		5	380	
doughs07	Douglas Mendes	17595536	SÃO PAULO	31	338	be kind, not nice. 🌿
skullqueen100	chandler	1478702193104588801		3	179	
Jpilfalk1	Jpilfalk	1478831427575848970		0	12	
StigmaStudyIE	Elena Vaughan	4864417846	Galway, Ireland	846	2292	Medical sociologist | HIV-related stigma | structural determinants of health | Rights-based approaches to health | Postdoctoral researcher @HPRC_NUIG @nuigalway
ever_iced	evericed	1379286198041116675		0	252	
mizmeesh	Michelle	1474087587849678854	USA	3	83	Is a hotdog a sandwich?
N0taH00man	SomeStrangePerson	1477879778866782213		12	887	18 Bored as hell Black queen Very Offensive and I don't care❤️😗
laineLanglois1	Élaine Langlois	1478781167432261635		1	5	Authentique
jennihasbadnews	Jennifer	1304107395128360966	Rockford, IL	7	142	
NatalieSeppinen	Natalie Seppinen	1423343966792163330	Norrtälje, Sverige	2	30	Singel mum, soon 39y. Living in Sweden.
DynamoJr	DynamoJr	840685945		242	2688	
BettyWhitePages	April Ham Lincoln //(Gage)⛅	1478122994845327360		25	125	reach for the star 🌟(: just one, though. don't overwhelm yourself. 27/🏳️‍🌈/♉
vc_versino	Versinô	1332794778241601536		74	382	New York grit meets Miami heat and sunshine. educated pro by day, gogo hoe by night. // sometimes nsfw - proceed with caution // ig: theversino
yeyette28	Yeyette	496996782		6	126	
MrcioOliver	Márcio Oliver	1478415196146307073	Stockholm, Sweden	1	12	Angry Optimistic
42svs	Lost	1240941667529691139	Fortaleza, CE (Brasil)	5	208	25. He/him. Coffee. Dead inside. Nerd. 🎮🎸🌈
troyhan14328297	troy hansen	1478372397258399747		0	23	
GODFATHERhiroki	ぬま	548999780	石川→東京→京都→大阪かあ	502	1375	政治思想史、政治理論/A24/ウィリアム・モリス
kn0l0gy	Simone Grassetto	78259779	Italy	567	669	Stat sua cuique dies (A ciascuno è dato il suo giorno, Virgilio, Eneide X, 467). #historyteacher #geographyteacher #italianteacher
AriDelainy	Del	1424651654188605447	she/they	2	233	Writer and unmotivated video producer // 19 // pfp: @AutumnAk_1
jnthngnzlz	Jonathan Gonzalez	1477729133924958212	New York, NY	14	137	Recovery and life coach for gay men. Transform pain into purpose.
craiggman85	Craig	327664514	Shawboro,NC	83	1205	
mansfield_80	Tim Mansfield	4470891258		26	421	
Pation12190108	Pation	1478152617222189056		32	1704	
Shane55026	Shane	1478147003007836165		246	1564	
mattwisconsin	Matt Wisconsin	348262865		12	83	
OsvoldoSoto	Manger Baby	15933461		93	641	Hypnotically grotesque. He/Him
Ronda_Watts05	Ronda	1260322752956948486		91	797	
Deniselopez56	Denise	1266401475783254017		117	961	
gus_00	vicente torres	68804112		35	296	
ThePop_Au	Amy Flower/Pop! 'Waiting' (w/Angie Hart) out now!	1425413493386190849	Melbourne, Australia	69	143	The original Pop!, songwriter/programmer Amy Flower's studio "band" formed in Melbourne, Australia in 1995. New single 'Waiting' featuring Angie Hart out now!
sheylb	Michelle	146088290	Portland, OR	10481	9089	byeeeeeeee
rolawndito	Ro Caballero	1212262616128557057	Texas, Queensland	16	50	☉♋︎ ☾♐︎ ↑ ♑︎
Neros510	oscar c	1274635529271668736	Oakland, CA	14	96	I make art , I watch a lot of tv, listen to even more music .... and I'm aware of my lack of Twitter followers in case anyone plans on using it as a zinger
jagelski_123	Philip(OF)	1160936012	Federal Capital Territory, Nig	11	360	A Beautiful and Simple guy
FeminineDresser	Adam Gifford	1477848127625326593	Salt Lake City, Utah	19	270	I am a feminine feminist who is also a gender confused cross dresser. I am looking for a romantic long term relationship. My urges won't go away without help.
Md85302919Md	MD	1440079359830679554		42	133	Age: 25, Dm me if you are 🔞 and I will rate you!
Robin_Thompso05	Robin	1237917768521056259		100	992	
chaesexist	ana?	1477736473285824517	she any 07	19	164	ass getting flatter
JaclynStoddard3	Jaclyn Stoddard	1380388719216197632		0	1	
KarolinaVesna	KarolinaVesna	92580751	BLN	431	1030	Marketing 🧘🏻🌵 #ShaktiMat | 🖊💛✏️ #sketchnotes #kleineKunstklasse | engagiert @DigiWomenB | 🏊🏼🚲🏃🏻‍♀️I she/her
brendanalso	brendan	1477686483335233536		14	482	already regretting this
Dustin03714650	Dustin	1477142631721443340		0	95	
AlbetMusic	Albet	1476173096906334213		51	621	Les comparto mi primera canción #TuMirada - #Albet https://t.co/wwRDfsIANc
svensk_nina	Nina	1477610541887766528		2	51	
BlessedMamba	Wiwi 🐍	1477281079237218307	France	55	193	Du bâtiment
J94431900	J	1307113814140358657		0	366	
tequilaxcx	.	1477441217411502082		0	109	
vinylvaccine	Vinyl Vaccine	1450211764172468224	Urmston, Greater MCR	41	375	Get your much needed musical booster - new and used vinyl, CDs...even soddin' tapes in stock. With all genres available, guilty pleasures don't exist here.
marshwerks	Marshwerks	1359644121351270404		2	133	
ICI3	KB	32931270		26	161	
BarneyPolo	john barnes	257819192	Hove 	131	1113	
shonafanny	Shona Fanny	1474074335358951438	North West, England	35	844	🪐
This_Is_M3	impossible princess	1115362154		2166	392	ǝoɥ pıdnʇs noʎ ǝɔuɐɥɔ ɐ ǝʞɐ⊥
gameguii	Gui	14753253	Lisbon, Portugal	641	2007	Lead UX Designer @ Kazoo Games 🇺🇸 , he/him 🇧🇷🇵🇹
Geo_Randolph	George Kennedy	1266793082139430923		1	337	
ChloeRo63962155	Chloe Roberts	971526112865128448		13	23	
gnpestana	Gonçalo Pestana	113159125	Porto	119	210	Estudante em tempos, atualmente médico, interessado em temas sempre, fazedor de coisas dependendo dos dias... What else?
unlessmusic	P	1473582258464378883		343	4464	🦉..
StPetsoisJuju	Saint Petsois Juju	864373710	Gay Hell	45	862	Sub-subsistence level homosexual film critic; living the stereotype and clinging to bad decisions past and present
joeinvierno	Joe Invierno	1314277666246340608	Zaragoza, España	18	37	El Bosque Oscuro
DJextracrispy	Idle Hands	25079112	DC, Capital of Absurdistan....	1511	4995	Sound artist, researcher, skeptic & occasional plague doctor.
Tcarm121	Tcarm12	1462429145309270028		5	67	Gay married UK
ErosandAres	Eros&Ares	1424810750787342344	Berlin, Germany	6	201	Dark Dirty Beats
JessicaWSmith56	Jessica	1266510114586087429		51	927	
SebastianWahl	sebastian wahl	1376998571124396032	NYC	26	132	✨🧙‍♀️
ElyseSRich	Elyse	59468872	Costa Rica	765	709	👁⚡🤘🎧.y.at Visionary. Artist. Producer. Remix Master. Anthropologist. @WideAwakeRecordings
_lola_creates_	lolacreates.eth	1418662897799114754	United States	1846	2879	TV Producer/Editor || Entrepreneur || Freelancer || Former: @MTV || NFT & Web3 enthusiast
pictorise	Pictorise 🧭	1453722151580696582		335	4935	Just tweeting
NigelCollier13	Nigel Collier	1350234737319714818		3	25	I have only lived in Washington state. I love sunshine. I stay here because I like to spend most of my earnings to live a very normal life. follow my butt.
mrdj8787	heymrdj	516231726		119	475	
yoryi013	Jorge Bolaños	1242653562	ecuador	61	494	
phil_dipietro	Phil DiPietro	20072870	Boston, MA	349	1744	Boston native. Tech enthusiast. Lover of sports, music, fitness, travel and nature. Never take your foot off the gas pedal because then, you're just average 💯
dr_krise	dR. kRiSe	1472583231333707777	Solingen, Deutschland	278	1385	dR. kRiSe is a talented dj, producer, artist (singer, diff. instr.), 80's kid & Tabletennis nerd.
mm2mm2day	mm2mm2day	1440086463903719425		2	192	
SaraSve91714043	Sara Svensson	1183714829535760385	Stockholm	963	950	En är svensk född i USA som har lärt mig svenska som vuxen. ❤ Jag skriver om kärleken, konsten att älska, hälsa och kvinnofrågor. Följer gärna tillbaka.
Ahras91	mohammed ahraz	1476127692890193921		3	111	I'm hardworking and dedicated professional accountant.
bahalaughsheep	bahalaughsheep	704196558338854912	Arcadia Oaks	27	655	Retro, cartoon, colorful, nostalgic... If it's a game like that I'm gonna play it. Through snow, rain, sleet, bahalaughsheep streams!
Christimartin47	Christi	1260468984840929280		88	1181	
Karan_Masand2	Karan Masand	785854558450974721		37	1869	
Faciusclay	𓍯 Argelio Façaõ	193573849	México	376	2049	jejejeje simple y sencillamene soy yo, no me gustan las palabras que describen a las personas, sólo soy y vivo el momento, generalmente no me gusta planear
ehrmannito	D’raMa ✨	1390775547907780617		22	279	
dioniZONA	sem carisma	1476014673485086721	Imperatriz, Brasil	203	382	Eu tinha tudo pra dar certo e dei até o c* fazer bico🗣️🌈✨ Sem carisma!! IM NOT REALLY HERE!!!
oblivi4tten	alan 🥀	1328739077294841861		1	202	i bury hatchets, but i keep maps of where i put 'em
asterionlocal	Jesûs Ayala	57105069	Constantinopla	97	925	tengo tenazas
kaylasparks247	Kayla Sparks 女力	56019367	Planet of Positivity	5899	905	The Spice Ranger 🏳️‍🌈✌️✨️
legmother	will🐀👛	2213206052	he/him 	526	455	the ugly pimply b!tch in question #BLACKLIVESMATTER
ElliotHrtington	Elliot	37438610	Montréal, Québec	878	1755	He/Him. Associate Producer @ Eidos Montreal. Drummer in Deathnap. Previously of Double Stallion Games, Multiplay and GAME Retail. Opinions are my own.
YonasOfficial	Joonas Laaksoharju	485001449	Helsinki	29	79	
dan_g_h_	dan	1213538284577574912	new york	12	119	29, he/him
SwedeninChile	Sweden in Chile	1218317412	Santiago, Chile	3523	1945	Embajada de Suecia en Santiago de Chile🇸🇪🇨🇱 Embajador🇸🇪 @OscarStenstrom #TheSwedishWay
JAskeroth	Jonas Askeroth	1460864664804499460		0	65	
itsmisraji	Utkarsh Misra	2685167917	Allahabad, India	3	1288	"I’m not crazy, my reality is just different than yours" - Lewis Carroll #itslonerider #Traveling #DiscoverNewPlaces
DevineAndy	Andy Devine	33463696	York, UK	240	1410	
Yodarilon	Yodarin	1473860689152331777		0	8	
MMoya2005	Brahim moya	496707038		8	94	
iraklis_exe	chromatica jockstrap	4121358555	Γλυκά Νερά, Ελλάς	107	359	faggot he/they
ajguerrero75	Admiral Motti	1534471081	Death Star	517	3908	This station is now the ultimate power in the universe! I suggest we use it. Cuenta secundaria: @frikipowertuits
IngafromSviden	🇺🇦 Stand with Ukraine 🇺🇦	1059520177803612160		0	239	
KateLarkin	♥RealKateLarkin♥	2497125282	Lenapehoking	453	3207	Queer middle-aged married femme mother, parenting in a pandemic, often stressed, tired, or grieving lately. Optimistic anyway. ❤️ Drag, Potomac, and liberation.
doctor_krampus	🤘🤮🤘	1339330305291935747	Minnesota	62	627	28. shitposts & overshares. Angry anti-authoritarian / vegan / adhd & asd they/he
CharlesCarmont	Charles Carmont	1469792292781371402	Cancún Centro, Benito Juárez	2	82	It’s ok not to be ok
iamthegarysia	Gary Sia	45791271	Halfway between heaven & hell	418	900	There's gotta be more to life than chasing down every temporary high. IG : iamthegarysia
MaryBaxterSays	Baxter The Amazing	135645082	Queens, NY	1125	3664	I suck.
marcusdhicks	marquamarqois	1398262437921628160	Brooklyn, NY	31	218	
AndreasJarlen	Andreas Jarlén	1475256737674547200		1	2	
PrinceausNora	PRINCEAUS•아이고•They/Them	1114593709889327109	Little Rock, AR	56	505	Black Apple '17 "Favorite Electronic Music" AR 🐉I'm Nora B.🏳️‍⚧️Princeaus began while I attended Le Cordon Bleu Paris. Pianist/Baker/Singer/Producer
wmuff84	Wayne Muff	238766811	Leeds	123	1067	Saving the world one customer at a time!
TweetsSchmeets	Yeah No	1475149262296125450		11	263	
NeethlingRoan	Roan Neethling	3046296373	Johannesburg , South Africa	73	958	Wrestling interest me🤼. Born in Gauteng, South Africa. 🇿🇦. North West University - Temporary Lecturer, Phd student - topic -SEZ's. Open minded. Over thinker.
Kelly_Peterso49	Kelly	1266585405660581891		81	772	
Galinadorofee53	Galina	1214835960090898432		130	1271	
kgustavsson10	Krister Gustavsson	1474817615944114178		0	6	
Iethycia	Leth	1080854238		81	442	RI-UFSM
Linnea16584132	Linnea	1474775728763899908		0	1	
AbodiBedros	Abodi Bedros	2225409301		194	711	Sekreterare för Sveriges Unga Dharmis och Ashavaner, student, Mänskliga rättighet aktivist,stöder jämlikhet, Poet ochFilosof.
andrewvelazcom	Andrew Velázquez	792771380374704128	Echo Park, Los Angeles	2346	412	Hair Makeup Pro Educator 💈💇🏽‍♀️ Salon+On-Set🌈All Genders✨ Published- Reality TV Personality📺 Creator📸 Beauty Director📖Author #amoresartearteesamor
halphillips	Hal Phillips	42106657	Brooklyn	1226	787	
onaona84	Mr. L	603871748	Malmö	105	581	Fotbollstwittrande, framförallt Malmö FF. Kanske lite om informationssäkerhet också...
eliomarso	Eli	376972637	Gravataí, Brasil	312	1607	
stijnzijn	Stijn Depoorter	43676303	Luzern, Switzerland	2470	746	Schrijft stukjes en leest boeken | Professionele homo @pinkcross_ch | Belg in Zwitserland | hij/hem
verylazyshell	verylazyshell	4175670581		28	311	Marco | video games/sports/memes and unposted art
SoyBoi41850616	Soy Boi	1449110335126921216		4	47	At summer camp I learned to like the bottom bunk
PauloOl54838789	Paulo Oliveira	1358349777868529665	Brisbane, Queensland	5	319	
flyohmymary	M	269589850		267	706	(she/her) | cats | trees | check out the anti racism resources linked 👇🏼 BLACK LIVES MATTER
smileandwave71	ruben	1214237007251034115	Corpus Christi, TX	52	228	5️⃣1️⃣♋️🌈👣🍕🏋🏻
skjsiaja	Skjsiaja	1474171348838756354		0	2	
Roselin88510541	Roseline Martinez	1473628523902418944		482	288	You with me, I with you, You get the fuck, I fuck with you ...
realgonekid	Vik Mistry	19789353	Leicester, England	166	2201	Passionate about social justice, inclusion, partnerships and collaboration. Working in Social Housing sector . Love my 80s music and Leicester City.
Heather_Mille56	Heather	1266416705984696320		142	757	
adrien_josephk	adrienjoseph	922274175892574209	Chicago	5	76	
them1dn1ghtsky	prisoner	1307013826227957761	he/him	2071	2365	there’s no rhyme or reason
lunasummerz	~💖🌸🌟🌙Luna Summers🌙🌟🌸💖~	273320211		1580	3072	🎤Singer🎵Musician🎶Artist🎨📸Photographer🏞✍Writer📚🐰Vegan🕊💪Fitness🧘‍♀️Yoga💫Health🍱Cooking💬Quotes📺Anime🐱🦄🌸🧚‍♀️🌈🌌🦊🦋
Andrea77ITA	Andrea Frignani	376729898	Bologna, Italy	69	209	
BenMacLeod	Ben MacLeod 馬志斌	419713956	Hong Kong	131	618	Urban planner – Hong Kong / Halifax
StanczykZuzeta	Zuzanna S.	775220664999546884		409	940	#SilniRazem
NJD22SR	Thomas	1151999966006730752	New Jersey, USA	99	1279	Nj Freak
celestialD63	Damahr	524469184	Austin, TX	306	197	Do whatever you want ☀️🌻☀️
fabiansson_m	Maria Fabiansson	1473515759989051394		1	11	
motomammii	motomami	2994269567	Recife, Brazil	349	426	💀
yacht_stealer	Eugene	1472242342014992384		30	961	I just want to work 2-3 hours a day, 3 days a week, maybe half the year, then garden
shelbiryder	s h e l b i	1453773230896975879	Cincinnati	13	267	▪︎ Memories captured on film ▪︎ Queer midwesterner ▪︎ I wanna go out, but I wanna stay home ♉︎
asafroberg	A	268513681	Stockholm, Sweden	10	112	
FOXGUNNNNN	𝙁𝙊𝙓 𝙂𝙐𝙉𝙉	1446738984621707267		24	88	👀🌈
Wan5E	里夫斯基	825679296018644992	厦门	262	4148	筋肉耐零 目前在岛外，私聊发照🉑。
Leonard95952112	Leonard	1451111562769584128		0	58	
AmandaAda46	🌺 Amanda	831576352683876353	Manchester	279	1902	
delishbass	DelishusD 🏳️‍⚧️	154013078		101	2023	Sometime thinker, frequent disbeliever
matt_patterson	Matt Patterson	23662631	Caledonia	234	562	I really like Van Halen. I hope this helps.
Auntie_Body	Alex	1472286188643897350		32	92	unprofessional professional
Michelleshute14	Michelle	1260326887898984450		129	1019	
alltdetlilla	lilla Anna	1473019730583859203		1	90	All the small things, art, nature, gsw, crypto.
Obilux1	Obilux	1473016924913258497		0	1	
Ljtr87	Lucy Tarrant-Rothan	412407814	Derby, England	730	1204	🌈𝐩𝐫𝐨𝐮𝐝 𝐰𝐢𝐟𝐞 𝐨𝐟 @𝐝𝐞𝐞𝐣𝐫𝟐𝟒🌈 𝕊𝕦𝕣𝕧𝕚𝕧𝕚𝕟𝕘 𝕨𝕚𝕥𝕙: #chronicdepression #chronicpain #socialanxiety 👩‍👧 i love my Momma 💓 🐾𝐋♡𝐏♡𝐌🐾
inrainbowzs	.	967156420117499904		0	141	no tengo paz
mizterwives	𝖑𝖊𝖔	283675587	𝙱𝙰𝙳𝙻𝙰𝙽𝙳𝚂 • ele/dele	1814	735	ℑ 𝔱𝔞𝔩𝔨 𝔞𝔟𝔬𝔲𝔱 𝔲𝔫𝔡𝔢𝔯𝔯𝔞𝔱𝔢𝔡 𝔞𝔯𝔱𝔦𝔰𝔱𝔰 𝔱𝔬𝔬 𝔪𝔲𝔠𝔥
